name	age	gender	salary
u2529	11	female	41
u2530	5	male	956
u2531	4	female	397
u2532	10	female	129
u2533	2	male	171
u2534	14	female	902
u2535	37	female	68
u2536	25	male	762
u2537	38	male	637
u2538	37	male	916
u2539	9	male	467
u2540	43	male	656
u2541	34	female	351
u2542	6	male	572
u2543	45	male	404
u2544	0	male	355
u2545	50	male	880
u2546	0	female	309
u2547	27	female	661
u2548	45	male	304
u2549	20	male	739
u2550	1	male	777
u2551	14	female	139
u2552	17	female	522
u2553	28	male	109
u2554	3	female	639
u2555	11	male	148
u2556	41	male	112
u2557	13	male	110
u2558	17	male	599
u2559	47	female	400
u2560	38	female	313
u2561	46	male	621
u2562	4	male	298
u2563	39	male	376
u2564	26	male	587
u2565	13	female	894
u2566	40	female	371
u2567	6	male	824
u2568	15	male	755
u2569	41	male	698
u2570	9	male	489
u2571	43	male	72
u2572	14	female	387
u2573	8	male	419
u2574	43	male	747
u2575	5	male	148
u2576	41	male	949
u2577	5	female	322
u2578	24	female	715
u2579	8	male	194
u2580	34	female	205
u2581	41	male	505
u2582	38	male	266
u2583	18	female	241
u2584	28	female	290
u2585	24	female	91
u2586	15	male	822
u2587	2	male	515
u2588	19	male	561
u2589	17	female	619
u2590	19	male	169
u2591	30	male	676
u2592	28	male	984
u2593	4	male	220
u2594	25	female	218
u2595	0	male	909
u2596	23	male	952
u2597	47	male	836
u2598	45	male	24
u2599	37	male	715
u2600	2	male	919
u2601	44	male	520
u2602	22	male	64
u2603	24	female	119
u2604	20	male	195
u2605	11	male	153
u2606	27	male	549
u2607	50	female	2
u2608	4	female	920
u2609	17	male	551
u2610	29	female	937
u2611	48	male	344
u2612	9	male	783
u2613	5	male	371
u2614	9	male	719
u2615	48	female	935
u2616	15	female	981
u2617	35	male	359
u2618	39	male	772
u2619	23	male	400
u2620	21	female	287
u2621	36	male	414
u2622	47	female	495
u2623	29	male	722
u2624	6	male	147
u2625	10	male	957
u2626	13	male	93
u2627	49	male	326
u2628	42	female	189
u2629	0	female	681
u2630	48	male	167
u2631	14	female	762
u2632	11	female	994
u2633	6	female	677
u2634	6	female	297
u2635	42	male	296
u2636	40	male	595
u2637	4	female	97
u2638	0	female	37
u2639	23	male	656
u2640	37	female	287
u2641	10	male	152
u2642	23	female	669
u2643	41	male	975
u2644	26	female	560
u2645	11	male	935
u2646	18	female	366
u2647	3	male	290
u2648	16	female	949
u2649	3	female	253
u2650	7	male	84
u2651	0	male	653
u2652	48	female	343
u2653	21	female	940
u2654	33	male	889
u2655	40	male	660
u2656	27	male	693
u2657	10	male	470
u2658	34	male	727
u2659	42	female	342
u2660	32	male	586
u2661	42	female	807
u2662	21	female	594
u2663	30	female	985
u2664	13	male	990
u2665	12	male	980
u2666	22	male	504
u2667	26	male	96
u2668	30	male	198
u2669	44	male	808
u2670	49	female	690
u2671	49	female	583
u2672	42	male	669
u2673	30	female	27
u2674	50	male	253
u2675	32	male	78
u2676	28	female	532
u2677	41	male	342
u2678	5	male	829
u2679	48	male	506
u2680	31	female	290
u2681	33	male	34
u2682	43	male	553
u2683	25	female	834
u2684	23	female	796
u2685	44	female	532
u2686	15	male	455
u2687	41	male	306
u2688	4	male	655
u2689	50	male	206
u2690	21	male	757
u2691	9	female	782
u2692	42	female	713
u2693	21	male	478
u2694	22	male	361
u2695	32	male	927
u2696	40	male	892
u2697	30	male	647
u2698	10	female	907
u2699	13	female	699
u2700	28	female	584
u2701	38	male	820
u2702	18	female	340
u2703	18	female	330
u2704	33	female	9
u2705	36	female	816
u2706	1	male	692
u2707	30	male	10
u2708	27	male	435
u2709	45	female	856
u2710	19	male	232
u2711	25	male	702
u2712	13	female	982
u2713	26	male	155
u2714	36	male	837
u2715	17	male	210
u2716	38	female	428
u2717	35	male	572
u2718	11	male	922
u2719	11	male	554
u2720	50	female	500
u2721	21	male	384
u2722	39	male	314
u2723	28	female	425
u2724	23	male	927
u2725	41	male	975
u2726	44	male	429
u2727	33	male	660
u2728	43	male	442
u2729	31	male	116
u2730	47	male	235
u2731	25	male	824
u2732	17	male	461
u2733	26	male	15
u2734	34	female	920
u2735	33	female	447
u2736	47	female	12
u2737	30	male	764
u2738	8	male	676
u2739	19	female	560
u2740	36	female	679
u2741	43	female	745
u2742	18	male	456
u2743	16	female	471
u2744	0	male	523
u2745	3	male	192
u2746	34	male	772
u2747	11	male	690
u2748	19	female	915
u2749	41	male	716
u2750	14	male	571
u2751	5	male	392
u2752	25	male	337
u2753	25	male	265
u2754	9	female	783
u2755	8	male	626
u2756	41	male	201
u2757	15	male	344
u2758	42	male	335
u2759	35	female	456
u2760	30	male	421
u2761	36	female	668
u2762	0	female	604
u2763	36	female	896
u2764	26	male	780
u2765	19	male	244
u2766	35	female	775
u2767	16	male	941
u2768	43	female	402
u2769	11	male	91
u2770	7	male	818
u2771	18	male	986
u2772	45	male	594
u2773	44	female	689
u2774	41	female	92
u2775	8	female	46
u2776	6	male	974
u2777	30	male	161
u2778	6	male	812
u2779	7	male	34
u2780	0	male	848
u2781	37	male	714
u2782	29	female	905
u2783	0	female	432
u2784	37	male	811
u2785	4	male	764
u2786	4	female	535
u2787	50	male	675
u2788	11	female	644
u2789	12	female	245
u2790	33	female	289
u2791	9	female	23
u2792	7	male	643
u2793	43	male	12
u2794	31	male	549
u2795	18	male	633
u2796	26	male	68
u2797	27	female	801
u2798	28	male	127
u2799	20	male	110
u2800	48	male	575
u2801	45	male	962
u2802	50	male	727
u2803	13	male	844
u2804	4	female	97
u2805	26	male	159
u2806	46	male	711
u2807	46	female	941
u2808	24	male	105
u2809	49	female	290
u2810	9	male	379
u2811	2	male	356
u2812	37	male	876
u2813	34	male	646
u2814	48	male	499
u2815	36	male	249
u2816	17	male	270
u2817	10	male	120
u2818	5	male	847
u2819	15	male	447
u2820	3	female	661
u2821	35	male	649
u2822	31	female	419
u2823	48	female	585
u2824	22	male	849
u2825	34	male	525
u2826	50	female	377
u2827	25	male	634
u2828	43	male	954
u2829	21	female	646
u2830	44	male	460
u2831	24	male	798
u2832	0	male	198
u2833	44	male	815
u2834	24	male	211
u2835	26	male	37
u2836	1	male	922
u2837	32	female	180
u2838	1	male	512
u2839	42	male	409
u2840	3	female	449
u2841	39	male	803
u2842	22	male	19
u2843	45	male	976
u2844	31	male	466
u2845	3	male	682
u2846	7	female	908
u2847	24	female	263
u2848	23	male	195
u2849	31	male	444
u2850	7	female	865
u2851	25	male	768
u2852	7	male	613
u2853	47	male	759
u2854	18	male	732
u2855	8	male	994
u2856	42	male	625
u2857	28	female	24
u2858	5	male	29
u2859	7	male	218
u2860	28	male	569
u2861	8	male	633
u2862	48	male	327
u2863	35	male	858
u2864	33	male	247
u2865	42	male	931
u2866	37	female	70
u2867	24	male	597
u2868	42	male	116
u2869	17	male	78
u2870	12	male	391
u2871	7	female	277
u2872	14	male	270
u2873	3	female	605
u2874	17	female	81
u2875	23	female	529
u2876	26	female	945
u2877	41	male	345
u2878	11	female	27
u2879	13	male	844
u2880	49	male	214
u2881	12	female	364
u2882	2	male	31
u2883	29	male	320
u2884	34	male	398
u2885	16	female	357
u2886	42	male	250
u2887	45	female	784
u2888	38	female	475
u2889	29	female	881
u2890	50	male	937
u2891	3	male	702
u2892	24	male	119
u2893	6	male	573
u2894	48	female	541
u2895	11	male	711
u2896	19	female	60
u2897	3	male	163
u2898	11	male	752
u2899	20	male	869
u2900	19	female	515
u2901	37	male	400
u2902	3	male	863
u2903	8	female	58
u2904	15	male	451
u2905	16	male	861
u2906	30	male	387
u2907	9	male	833
u2908	39	male	416
u2909	32	male	746
u2910	18	female	779
u2911	29	male	525
u2912	26	male	362
u2913	22	female	86
u2914	49	male	684
u2915	0	female	731
u2916	21	male	571
u2917	21	male	326
u2918	50	male	216
u2919	31	male	812
u2920	40	male	13
u2921	50	male	528
u2922	18	male	239
u2923	48	female	483
u2924	34	male	213
u2925	6	female	648
u2926	37	male	266
u2927	46	male	597
u2928	2	male	329
u2929	35	female	984
u2930	33	female	813
u2931	24	male	433
u2932	46	female	877
u2933	30	male	271
u2934	14	male	14
u2935	49	female	540
u2936	38	male	382
u2937	15	male	901
u2938	9	female	446
u2939	33	male	90
u2940	17	male	246
u2941	10	female	111
u2942	5	female	225
u2943	42	male	658
u2944	35	female	111
u2945	13	female	797
u2946	35	male	685
u2947	32	female	845
u2948	1	male	93
u2949	44	male	868
u2950	46	female	303
u2951	47	male	499
u2952	32	male	261
u2953	7	male	878
u2954	49	male	327
u2955	41	male	1
u2956	41	male	553
u2957	25	female	347
u2958	12	male	458
u2959	37	female	577
u2960	46	female	852
u2961	39	male	696
u2962	11	male	690
u2963	22	male	127
u2964	2	female	507
u2965	34	female	715
u2966	11	male	259
u2967	28	male	682
u2968	46	female	431
u2969	25	male	439
u2970	46	female	916
u2971	17	male	788
u2972	2	female	194
u2973	33	female	867
u2974	6	female	740
u2975	2	female	798
u2976	17	male	613
u2977	28	male	562
u2978	13	male	213
u2979	34	male	795
u2980	29	male	1
u2981	16	male	35
u2982	11	female	908
u2983	47	male	866
u2984	45	female	751
u2985	38	female	371
u2986	1	male	568
u2987	2	male	213
u2988	2	male	784
u2989	24	female	513
u2990	37	male	396
u2991	38	male	731
u2992	24	female	550
u2993	33	female	475
u2994	35	male	615
u2995	0	male	285
u2996	4	male	511
u2997	8	male	552
u2998	42	male	721
u2999	39	male	556
u3000	33	male	467
u3001	1	male	268
u3002	5	male	50
u3003	39	male	497
u3004	45	male	570
u3005	45	male	420
u3006	40	male	524
u3007	21	female	57
u3008	47	male	513
u3009	12	male	140
u3010	43	female	607
u3011	48	male	345
u3012	45	female	662
u3013	47	male	744
u3014	7	female	846
u3015	6	male	251
u3016	17	male	808
u3017	21	female	276
u3018	36	male	838
u3019	45	male	416
u3020	37	male	497
u3021	17	male	194
u3022	24	female	267
u3023	10	female	475
u3024	30	male	816
u3025	5	female	756
u3026	20	male	31
u3027	9	female	448
u3028	23	male	232
u3029	22	female	974
u3030	37	female	118
u3031	21	female	908
u3032	39	female	22
u3033	42	male	89
u3034	6	male	766
u3035	0	male	562
u3036	43	male	1000
u3037	16	male	597
u3038	18	female	235
u3039	17	male	803
u3040	44	male	786
u3041	21	male	844
u3042	47	female	47
u3043	28	female	716
u3044	6	female	653
u3045	6	male	477
u3046	49	male	752
u3047	15	male	872
u3048	50	male	195
u3049	15	female	217
u3050	21	female	672
u3051	6	male	720
u3052	49	male	219
u3053	20	male	345
u3054	20	male	4
u3055	47	male	133
u3056	45	female	341
u3057	9	male	865
u3058	33	female	29
u3059	43	male	289
u3060	18	female	38
u3061	25	male	774
u3062	5	male	564
u3063	26	male	524
u3064	5	male	337
u3065	30	male	440
u3066	43	male	842
u3067	0	female	799
u3068	16	female	783
u3069	32	female	473
u3070	50	female	533
u3071	34	female	520
u3072	5	male	868
u3073	36	male	763
u3074	40	male	132
u3075	0	male	122
u3076	25	female	135
u3077	15	male	990
u3078	23	male	490
u3079	21	male	250
u3080	35	female	609
u3081	10	female	186
u3082	36	female	290
u3083	27	male	210
u3084	13	male	427
u3085	25	male	643
u3086	36	female	414
u3087	47	male	979
u3088	7	male	507
u3089	44	female	384
u3090	1	female	932
u3091	5	female	927
u3092	41	male	980
u3093	47	female	386
u3094	44	female	13
u3095	6	male	698
u3096	29	male	778
u3097	0	female	146
u3098	9	female	699
u3099	39	male	295
u3100	14	male	248
u3101	33	male	606
u3102	25	male	972
u3103	36	male	881
u3104	39	male	504
u3105	27	male	523
u3106	41	male	59
u3107	46	male	576
u3108	23	male	44
u3109	22	male	526
u3110	33	female	323
u3111	37	male	119
u3112	3	female	99
u3113	47	male	86
u3114	15	male	440
u3115	32	male	177
u3116	20	male	810
u3117	48	female	91
u3118	42	male	297
u3119	6	female	490
u3120	9	male	349
u3121	41	male	197
u3122	38	male	142
u3123	44	male	618
u3124	0	male	979
u3125	45	male	886
u3126	17	female	331
u3127	8	female	245
u3128	42	female	832
u3129	33	male	345
u3130	40	male	939
u3131	37	female	904
u3132	38	male	621
u3133	30	female	787
u3134	40	male	958
u3135	18	female	129
u3136	32	female	107
u3137	2	male	972
u3138	13	female	617
u3139	27	male	422
u3140	42	male	196
u3141	33	female	281
u3142	18	male	848
u3143	36	male	181
u3144	7	female	91
u3145	23	male	996
u3146	4	female	392
u3147	37	female	51
u3148	38	male	159
u3149	17	male	947
u3150	38	female	12
u3151	32	female	207
u3152	8	female	917
u3153	7	female	361
u3154	16	female	692
u3155	31	male	588
u3156	36	male	939
u3157	29	male	732
u3158	23	male	123
u3159	47	female	88
u3160	13	female	907
u3161	40	male	505
u3162	4	male	416
u3163	18	male	436
u3164	43	male	541
u3165	11	male	567
u3166	19	male	197
u3167	25	male	65
u3168	35	female	468
u3169	4	male	593
u3170	15	male	253
u3171	23	male	581
u3172	42	male	146
u3173	28	male	920
u3174	28	female	607
u3175	29	male	352
u3176	28	female	482
u3177	23	male	894
u3178	42	female	597
u3179	42	female	744
u3180	36	male	766
u3181	34	female	182
u3182	36	female	424
u3183	35	male	324
u3184	16	male	236
u3185	35	male	523
u3186	22	male	476
u3187	11	male	327
u3188	14	male	703
u3189	20	male	43
u3190	2	female	757
u3191	9	female	2
u3192	2	male	795
u3193	1	male	97
u3194	2	male	731
u3195	16	male	519
u3196	15	female	990
u3197	39	male	133
u3198	46	male	807
u3199	9	male	811
u3200	41	male	896
u3201	23	female	431
u3202	40	male	351
u3203	2	male	649
u3204	20	male	949
u3205	9	male	241
u3206	24	female	131
u3207	5	female	735
u3208	12	female	311
u3209	31	male	817
u3210	40	male	141
u3211	31	male	139
u3212	30	male	906
u3213	21	male	856
u3214	25	female	959
u3215	35	female	530
u3216	38	female	547
u3217	30	male	80
u3218	5	male	988
u3219	41	male	588
u3220	4	male	416
u3221	38	male	269
u3222	46	female	336
u3223	19	male	475
u3224	1	male	502
u3225	27	male	323
u3226	46	male	508
u3227	27	male	884
u3228	48	male	380
u3229	17	female	235
u3230	28	male	270
u3231	40	male	536
u3232	1	female	936
u3233	25	male	105
u3234	1	female	336
u3235	32	male	742
u3236	27	male	802
u3237	8	male	627
u3238	29	female	756
u3239	33	female	666
u3240	39	female	912
u3241	40	female	246
u3242	27	male	672
u3243	47	male	521
u3244	39	female	98
u3245	15	male	654
u3246	18	male	416
u3247	3	female	316
u3248	50	female	347
u3249	42	female	621
u3250	18	female	915
u3251	35	female	903
u3252	44	male	416
u3253	8	female	215
u3254	8	male	788
u3255	8	female	880
u3256	14	male	765
u3257	8	female	507
u3258	33	female	43
u3259	11	female	884
u3260	14	male	962
u3261	47	female	397
u3262	8	male	784
u3263	30	male	449
u3264	48	male	63
u3265	50	female	353
u3266	12	male	28
u3267	10	male	334
u3268	23	male	467
u3269	14	female	54
u3270	47	female	52
u3271	21	male	123
u3272	17	female	298
u3273	47	male	775
u3274	24	female	847
u3275	3	male	47
u3276	10	female	921
u3277	32	male	464
u3278	1	female	277
u3279	5	male	513
u3280	38	male	552
u3281	21	male	246
u3282	5	male	560
u3283	41	male	163
u3284	30	male	34
u3285	34	male	327
u3286	11	female	24
u3287	33	male	961
u3288	3	male	207
u3289	49	male	21
u3290	47	female	574
u3291	48	male	484
u3292	25	male	981
u3293	10	male	940
u3294	34	male	393
u3295	35	male	940
u3296	46	female	960
u3297	50	male	438
u3298	16	male	128
u3299	37	female	754
u3300	49	male	483
u3301	9	female	510
u3302	11	female	715
u3303	32	female	52
u3304	9	female	7
u3305	45	male	368
u3306	24	male	888
u3307	10	male	280
u3308	21	male	813
u3309	10	male	24
u3310	24	male	97
u3311	0	male	192
u3312	22	male	26
u3313	5	female	548
u3314	2	female	527
u3315	16	male	890
u3316	5	male	834
u3317	34	male	726
u3318	22	female	841
u3319	34	female	914
u3320	17	male	504
u3321	15	male	291
u3322	10	male	573
u3323	35	male	601
u3324	12	male	664
u3325	10	female	738
u3326	50	male	591
u3327	29	male	350
u3328	27	female	378
u3329	27	female	448
u3330	31	male	748
u3331	21	female	847
u3332	32	male	791
u3333	44	female	345
u3334	3	female	21
u3335	37	male	460
u3336	17	male	21
u3337	31	female	798
u3338	20	male	775
u3339	31	male	203
u3340	28	female	360
u3341	3	female	77
u3342	48	female	207
u3343	22	male	275
u3344	3	male	644
u3345	35	female	330
u3346	1	male	390
u3347	0	male	805
u3348	48	female	913
u3349	38	female	419
u3350	15	female	159
u3351	44	male	168
u3352	8	male	416
u3353	33	female	760
u3354	11	male	606
u3355	35	female	670
u3356	15	male	946
u3357	33	male	106
u3358	35	male	741
u3359	41	female	335
u3360	7	female	488
u3361	16	male	155
u3362	9	female	109
u3363	7	male	891
u3364	21	male	797
u3365	18	female	620
u3366	34	male	666
u3367	3	male	431
u3368	41	male	1000
u3369	23	male	165
u3370	0	female	545
u3371	38	male	135
u3372	26	male	959
u3373	16	female	647
u3374	14	male	421
u3375	6	male	958
u3376	21	male	754
u3377	30	male	955
u3378	13	female	401
u3379	43	female	512
u3380	7	male	989
u3381	29	male	160
u3382	38	male	110
u3383	12	female	105
u3384	47	male	124
u3385	8	male	227
u3386	30	female	403
u3387	28	male	718
u3388	17	female	744
u3389	42	male	174
u3390	27	female	266
u3391	27	female	780
u3392	3	female	546
u3393	0	female	10
u3394	11	female	259
u3395	14	male	829
u3396	32	female	311
u3397	42	male	76
u3398	46	female	443
u3399	3	female	911
u3400	0	female	155
u3401	7	male	882
u3402	2	male	207
u3403	14	female	814
u3404	34	male	215
u3405	31	male	227
u3406	9	male	406
u3407	19	female	706
u3408	39	male	624
u3409	35	male	317
u3410	48	female	744
u3411	28	male	338
u3412	21	female	582
u3413	31	male	437
u3414	41	male	470
u3415	49	male	298
u3416	39	male	123
u3417	8	female	406
u3418	9	male	792
u3419	48	male	749
u3420	48	female	215
u3421	38	female	104
u3422	18	male	501
u3423	6	female	970
u3424	4	male	898
u3425	14	female	235
u3426	17	male	754
u3427	9	female	332
u3428	15	female	839
u3429	43	male	935
u3430	48	female	416
u3431	4	male	898
u3432	47	male	763
u3433	30	female	93
u3434	5	female	305
u3435	6	female	589
u3436	49	male	582
u3437	1	male	392
u3438	16	female	740
u3439	17	female	643
u3440	4	male	287
u3441	21	male	739
u3442	11	male	770
u3443	48	male	399
u3444	12	male	675
u3445	5	male	384
u3446	0	male	209
u3447	41	female	13
u3448	47	female	414
u3449	8	male	852
u3450	28	male	308
u3451	33	male	771
u3452	33	female	805
u3453	39	male	808
u3454	26	female	837
u3455	17	male	525
u3456	47	male	289
u3457	27	male	803
u3458	2	female	26
u3459	7	female	167
u3460	1	male	158
u3461	13	male	497
u3462	22	female	231
u3463	38	female	831
u3464	49	male	218
u3465	42	male	122
u3466	19	male	193
u3467	45	male	523
u3468	15	female	476
u3469	28	female	429
u3470	7	male	59
u3471	0	male	949
u3472	28	female	522
u3473	45	female	847
u3474	31	male	495
u3475	37	male	50
u3476	12	male	684
u3477	36	female	186
u3478	43	female	480
u3479	24	male	189
u3480	47	male	689
u3481	15	male	584
u3482	6	female	732
u3483	3	female	160
u3484	16	male	339
u3485	37	male	948
u3486	3	male	55
u3487	9	female	520
u3488	47	female	169
u3489	20	female	693
u3490	25	male	900
u3491	39	male	547
u3492	39	female	397
u3493	41	female	606
u3494	49	male	318
u3495	40	male	4
u3496	25	female	564
u3497	28	female	905
u3498	29	male	819
u3499	36	female	196
u3500	36	male	904
u3501	4	male	419
u3502	21	male	650
u3503	44	male	175
u3504	23	female	388
u3505	2	male	212
u3506	47	male	419
u3507	32	male	181
u3508	20	male	101
u3509	16	male	186
u3510	42	male	431
u3511	5	male	115
u3512	6	male	217
u3513	37	male	42
u3514	49	male	8
u3515	10	female	997
u3516	17	male	875
u3517	31	male	964
u3518	49	male	75
u3519	2	male	436
u3520	26	female	104
u3521	32	male	437
u3522	0	male	374
u3523	25	male	121
u3524	37	female	494
u3525	26	male	911
u3526	38	female	687
u3527	4	male	516
u3528	37	male	671
u3529	15	male	813
u3530	19	female	460
u3531	9	male	105
u3532	32	female	765
u3533	15	male	809
u3534	1	male	257
u3535	35	female	491
u3536	41	male	368
u3537	8	female	958
u3538	29	female	816
u3539	8	male	644
u3540	8	male	48
u3541	20	male	187
u3542	36	female	284
u3543	44	female	177
u3544	16	male	435
u3545	28	male	80
u3546	0	male	121
u3547	46	male	957
u3548	28	male	617
u3549	17	male	271
u3550	46	male	350
u3551	6	female	655
u3552	18	male	603
u3553	38	male	58
u3554	34	female	169
u3555	24	female	802
u3556	13	male	748
u3557	43	female	300
u3558	47	male	821
u3559	8	male	312
u3560	7	male	935
u3561	46	male	217
u3562	25	male	860
u3563	19	female	417
u3564	10	male	133
u3565	2	male	316
u3566	47	male	390
u3567	43	male	186
u3568	26	male	899
u3569	35	male	828
u3570	21	female	207
u3571	26	male	984
u3572	19	male	981
u3573	21	male	883
u3574	17	male	250
u3575	24	male	551
u3576	5	male	125
u3577	32	male	320
u3578	22	male	370
u3579	12	female	961
u3580	14	male	113
u3581	26	male	709
u3582	0	male	965
u3583	45	female	585
u3584	28	male	723
u3585	4	female	498
u3586	29	male	2
u3587	50	female	346
u3588	34	female	235
u3589	8	male	353
u3590	38	male	662
u3591	5	female	134
u3592	34	female	324
u3593	14	male	372
u3594	26	male	937
u3595	31	female	300
u3596	2	male	989
u3597	35	male	282
u3598	17	female	106
u3599	20	female	850
u3600	28	male	838
u3601	0	male	592
u3602	14	male	947
u3603	11	male	694
u3604	37	male	540
u3605	47	male	251
u3606	27	male	400
u3607	31	male	866
u3608	10	male	126
u3609	26	female	591
u3610	5	male	275
u3611	31	male	794
u3612	32	female	905
u3613	16	male	733
u3614	46	male	127
u3615	23	female	854
u3616	31	male	409
u3617	13	female	587
u3618	47	male	627
u3619	24	male	584
u3620	26	male	803
u3621	18	female	270
u3622	3	male	43
u3623	28	female	136
u3624	22	male	561
u3625	7	male	942
u3626	18	male	974
u3627	43	female	598
u3628	23	male	530
u3629	28	male	23
u3630	45	female	814
u3631	23	male	622
u3632	29	male	161
u3633	8	female	323
u3634	32	male	680
u3635	13	male	572
u3636	12	female	121
u3637	47	male	725
u3638	18	male	117
u3639	31	female	351
u3640	1	female	165
u3641	16	male	593
u3642	49	male	778
u3643	37	female	563
u3644	11	male	682
u3645	45	female	592
u3646	31	male	231
u3647	41	female	292
u3648	9	male	821
u3649	26	male	371
u3650	18	male	655
u3651	15	male	328
u3652	48	male	693
u3653	22	male	17
u3654	43	male	358
u3655	25	male	614
u3656	29	male	734
u3657	31	male	860
u3658	10	female	763
u3659	0	male	748
u3660	32	male	100
u3661	42	female	231
u3662	1	male	402
u3663	41	male	9
u3664	47	male	242
u3665	43	female	140
u3666	5	male	411
u3667	40	male	725
u3668	27	female	925
u3669	44	male	989
u3670	32	male	790
u3671	25	male	467
u3672	18	male	583
u3673	43	female	22
u3674	37	male	653
u3675	4	female	695
u3676	37	male	168
u3677	49	male	869
u3678	31	male	298
u3679	2	female	807
u3680	9	female	311
u3681	32	female	347
u3682	11	male	527
u3683	21	male	767
u3684	28	male	234
u3685	31	female	221
u3686	17	female	119
u3687	16	male	283
u3688	50	male	385
u3689	29	female	40
u3690	21	male	559
u3691	8	male	163
u3692	41	male	407
u3693	10	male	670
u3694	4	male	415
u3695	31	male	45
u3696	8	male	839
u3697	48	male	61
u3698	17	female	550
u3699	32	male	487
u3700	45	male	120
u3701	47	male	246
u3702	9	male	626
u3703	30	male	391
u3704	29	male	809
u3705	46	male	873
u3706	14	male	647
u3707	4	female	656
u3708	5	female	548
u3709	20	male	3
u3710	40	male	481
u3711	21	female	902
u3712	39	male	6
u3713	46	male	882
u3714	5	male	761
u3715	33	male	51
u3716	26	male	448
u3717	50	female	547
u3718	28	male	544
u3719	41	female	721
u3720	39	male	565
u3721	19	female	211
u3722	10	female	50
u3723	15	male	207
u3724	13	male	226
u3725	0	male	64
u3726	2	male	246
u3727	32	female	124
u3728	1	female	116
u3729	35	male	681
u3730	6	male	741
u3731	49	female	932
u3732	24	male	749
u3733	25	male	881
u3734	39	male	862
u3735	1	male	23
u3736	47	male	779
u3737	31	female	223
u3738	28	male	266
u3739	16	male	178
u3740	48	male	364
u3741	15	male	838
u3742	43	female	280
u3743	47	male	42
u3744	0	male	781
u3745	21	male	77
u3746	10	male	622
u3747	46	male	594
u3748	35	male	263
u3749	22	female	682
u3750	31	female	593
u3751	28	male	18
u3752	28	male	641
u3753	1	female	631
u3754	31	female	864
u3755	38	male	325
u3756	3	male	866
u3757	16	male	560
u3758	34	male	866
u3759	6	male	74
u3760	6	male	413
u3761	45	male	679
u3762	42	male	56
u3763	22	male	871
u3764	16	female	273
u3765	29	male	567
u3766	29	female	608
u3767	6	male	650
u3768	41	male	117
u3769	21	male	857
u3770	41	female	107
u3771	6	male	40
u3772	45	male	10
u3773	33	male	261
u3774	50	female	596
u3775	5	male	702
u3776	23	male	64
u3777	33	male	426
u3778	5	female	59
u3779	15	male	644
u3780	37	male	875
u3781	39	male	299
u3782	17	male	992
u3783	39	male	860
u3784	22	male	279
u3785	0	male	404
u3786	1	male	273
u3787	6	male	373
u3788	26	male	2
u3789	45	male	388
u3790	13	male	572
u3791	12	male	380
u3792	42	female	705
u3793	30	female	200
u3794	27	male	597
u3795	6	male	917
u3796	46	male	964
u3797	19	female	46
u3798	14	female	315
u3799	11	male	104
u3800	17	male	577
u3801	42	female	273
u3802	2	male	535
u3803	37	male	194
u3804	17	male	847
u3805	31	female	635
u3806	8	male	58
u3807	4	female	992
u3808	39	male	91
u3809	50	male	292
u3810	19	female	679
u3811	16	male	509
u3812	9	female	789
u3813	27	female	224
u3814	16	female	903
u3815	6	male	951
u3816	14	male	864
u3817	32	male	415
u3818	0	male	376
u3819	43	male	609
u3820	10	male	37
u3821	14	female	561
u3822	2	male	808
u3823	37	male	806
u3824	46	female	713
u3825	4	male	5
u3826	30	male	169
u3827	34	male	768
u3828	32	male	443
u3829	3	female	545
u3830	41	male	729
u3831	11	male	293
u3832	15	female	772
u3833	36	female	885
u3834	7	female	207
u3835	7	male	905
u3836	11	male	170
u3837	34	female	590
u3838	37	female	821
u3839	21	male	412
u3840	14	male	525
u3841	25	female	794
u3842	41	male	544
u3843	17	male	794
u3844	14	male	88
u3845	10	male	93
u3846	3	male	230
u3847	41	male	999
u3848	42	female	545
u3849	16	male	362
u3850	36	male	631
u3851	22	male	276
u3852	1	male	564
u3853	31	female	570
u3854	47	male	488
u3855	6	male	314
u3856	10	female	640
u3857	1	male	909
u3858	15	male	16
u3859	27	male	30
u3860	48	female	875
u3861	19	female	790
u3862	30	male	632
u3863	0	female	689
u3864	50	female	26
u3865	11	female	385
u3866	18	male	185
u3867	17	female	645
u3868	3	male	265
u3869	50	male	535
u3870	32	male	924
u3871	7	male	319
u3872	19	male	2
u3873	24	male	236
u3874	19	male	494
u3875	11	male	853
u3876	6	male	920
u3877	11	male	919
u3878	26	female	881
u3879	30	male	327
u3880	30	female	988
u3881	17	male	133
u3882	50	female	287
u3883	9	male	833
u3884	24	male	385
u3885	34	female	604
u3886	48	male	125
u3887	43	male	971
u3888	30	male	551
u3889	30	male	899
u3890	4	male	849
u3891	17	male	929
u3892	21	female	979
u3893	27	male	983
u3894	31	female	49
u3895	48	male	341
u3896	26	male	471
u3897	24	female	598
u3898	41	male	839
u3899	26	male	929
u3900	27	male	470
u3901	46	female	999
u3902	38	male	646
u3903	48	male	936
u3904	26	male	293
u3905	25	male	919
u3906	9	male	568
u3907	23	male	582
u3908	14	female	576
u3909	39	male	487
u3910	39	female	562
u3911	5	female	429
u3912	39	female	816
u3913	0	male	855
u3914	33	female	287
u3915	29	male	530
u3916	14	male	633
u3917	35	male	163
u3918	36	male	186
u3919	10	male	559
u3920	6	male	887
u3921	10	female	346
u3922	35	male	740
u3923	10	male	734
u3924	29	male	382
u3925	33	male	956
u3926	49	female	725
